Q28472311|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q27334496|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34426648|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q27340320|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35112992|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34961828|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36293000|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31162508|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q21092435|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33525013|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33304220|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28550136|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33952017|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q61453600|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q21144897|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q34732553|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q21145231|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q27308709|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31119674|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q27348311|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34672061|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q27310010|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q24814659|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31027575|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q29417066|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q35976784|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91843197|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90777292|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q26773290|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99603621|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q112157887|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q21563000|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q91533481|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q38649283|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28541704|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q52648788|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98902133|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q98730443|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q38603784|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35160905|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34500872|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q94552870|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q58733672|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34511128|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90039075|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q58803855|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q55716659|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q89830760|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q92521739|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35055310|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q98199752|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q94570792|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34634109|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q34102870|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33294835|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q28390801|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q35858950|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33936735|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98156815|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q21132482|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35014878|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q34760774|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33511247|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q31090273|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q90190656|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q52625628|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q31122219|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q33806942|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q38630268|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35507660|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34146537|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q35764735|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33825391|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99554689|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36106925|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34297809|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q34630430|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100420755|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q99347580|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q28550336|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35948870|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q48209922|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q27016294|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28533341|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35889981|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q31076872|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58701617|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q112690849|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q55050600|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35072942|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q90390539|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90065398|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36246219|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q94606175|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q93013833|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36294164|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q98181054|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34552184|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q33548726|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q52640434|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q33841945|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37451840|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q28601819|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64082239|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q35587349|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28484893|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35915732|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28741024|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q44871600|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36175003|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33289962|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q35862605|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q51146726|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36230402|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35049460|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28728292|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36109680|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36384599|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q28742385|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58549387|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34009715|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28755237|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q55007219|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q52622006|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q21132409|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28541045|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35060714|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q34456623|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q26998696|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35067525|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q36193047|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91373556|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37600633|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33392713|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q30009321|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q42708364|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36141056|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35651346|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q33507276|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33884196|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q33570553|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q28543880|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q27342833|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q30375859|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q92915069|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35041536|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92021724|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35126129|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35074330|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q26782233|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q55397634|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q93179536|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q28478477|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92553758|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89655407|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q28534178|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q100406909|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34438809|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35881669|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q90717032|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q57061774|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34701176|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42363620|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33285477|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33750195|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30459436|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34600189|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91244820|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q94679443|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q30717777|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35827260|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28474341|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q45223604|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28486516|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34544452|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35702888|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q28744340|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q89695580|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28645587|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q35106518|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q54936999|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q105406784|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34695556|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q55449426|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q98775087|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91604859|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q57472265|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q33761383|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28540138|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q33489572|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55040119|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34263816|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q102373487|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q64073987|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93061336|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q101221934|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q26782186|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q97437048|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q21136324|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33773054|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64115550|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q36292894|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q34171690|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36370229|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33828243|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58720419|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q101469161|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35587287|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28730457|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q37548377|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q36201175|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33691337|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q38605719|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112591395|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36119787|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35677191|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35922169|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q34066968|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q42375716|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q64077958|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q100499849|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q52370972|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q34683943|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q54977393|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28393809|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q35934023|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36021468|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98223620|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35014881|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q38632048|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q57161453|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q34428075|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35593076|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35691923|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q34130306|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q101213303|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q29417035|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35122743|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q96693444|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36030544|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35739706|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q42118892|P4510|Q114076767|P1932|"MODA"|S248|Q114078827
Q34611416|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q27302798|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36140904|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q36261351|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q28474639|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q109918993|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28552740|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112585419|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33499688|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q47567427|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q30813016|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33447683|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30754963|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q90467315|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34563493|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33330321|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q36088244|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q26766537|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q21133931|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q37548535|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35147559|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q28647700|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q28606405|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q37539107|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34996907|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q33654853|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34661913|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33811883|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q55514649|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q112684173|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34794264|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28744176|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28728483|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q26750921|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q89655463|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q35957502|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q36074627|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q104468221|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93107356|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34534035|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q21131764|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34718079|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q104059561|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28548262|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q112728515|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35131109|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q40995826|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q30401655|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q35969269|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35969269|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33898397|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q64121260|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q21134977|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q41569741|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q35111046|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91843543|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q27308811|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q102049350|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q63740003|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q28660542|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q35869326|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q34275763|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q41512135|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q100381383|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q30457874|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q60919965|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q30698709|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q35060267|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q36271756|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33757360|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q33686120|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q92374253|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q47103396|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q34071449|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q33793438|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q26777258|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34482033|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
Q112299226|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64082534|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q36123581|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q92802338|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34356485|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q61809708|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q92340149|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q34695788|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q57799397|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q48043483|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q27301954|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34311738|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q47142190|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33830753|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q21134520|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q33687003|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28392170|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q92936809|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q33809115|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q33809115|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q27310285|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q33369427|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q35989750|P4510|Q114077524|P1932|"TCC"|S248|Q114078827
Q34302613|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58701462|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28533436|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28534829|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q28546484|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q28534352|P4510|Q114075953|P1932|"ASSET"|S248|Q114078827
Q31113349|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q35070680|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q27329037|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q64095123|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34661499|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q34926940|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100523225|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q40120490|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q57788696|P4510|Q114076509|P1932|"GPA"|S248|Q114078827
Q31087387|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q55310377|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q35967926|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q93150387|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q30407050|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q94480234|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90113096|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q98782948|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q92353873|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q90720395|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q98202194|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q99213636|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q98470752|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q93079673|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q92443699|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q101410980|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112726275|P4510|Q113334727|P1932|"GENIE"|S248|Q114078827
Q104754414|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58793346|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q64279675|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112305830|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q100463968|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q110697696|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q58799618|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q94464890|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112721872|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100992511|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q100950108|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91958167|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q112611333|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q91729893|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q96294824|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q89835034|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q104071669|P4510|Q114075980|P1932|"BEAT"|S248|Q114078827
Q91964613|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q93017145|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q42931522|P4510|Q107381604|P1932|"META"|S248|Q114078827
Q41006421|P4510|Q114076662|P1932|"MAST"|S248|Q114078827
Q90260903|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q59195903|P4510|Q107381604|P1932|"Meta"|S248|Q114078827
Q39920770|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q91925999|P4510|Q114077438|P1932|"SMAP"|S248|Q114078827
Q112594153|P4510|Q113334682|P1932|"DSS"|S248|Q114078827
Q37720392|P4510|Q107381604|P1932|"meta"|S248|Q114078827
Q37359513|P4510|Q114076489|P1932|"GLAD"|S248|Q114078827
